date,rank,team,points
24 October 2019,48,Bosnia and Herzegovina,1435
24 October 2019,49,Egypt,1433
24 October 2019,50,Hungary,1429
24 October 2019,51,Ghana,1426
24 October 2019,52,Cameroon,1409
24 October 2019,53,Scotland,1406
24 October 2019,54,Congo DR,1399
24 October 2019,55,Finland,1395
24 October 2019,56,Côte d'Ivoire,1392
24 October 2019,57,Qatar,1391
24 October 2019,58,Greece,1388
24 October 2019,59,Mali,1386
24 October 2019,60,Burkina Faso,1378
24 October 2019,61,Bulgaria,1371
24 October 2019,61,Montenegro,1371
24 October 2019,63,Honduras,1368
24 October 2019,63,Ecuador,1368
24 October 2019,65,Slovenia,1367
24 October 2019,65,Albania,1367
24 October 2019,67,United Arab Emirates,1353
24 October 2019,68,North Macedonia,1344
24 October 2019,69,Canada,1339
24 October 2019,69,Saudi Arabia,1339
24 October 2019,69,China PR,1339
24 October 2019,72,South Africa,1337
24 October 2019,73,El Salvador,1336
24 October 2019,74,Iraq,1327
24 October 2019,75,Bolivia,1324
24 October 2019,76,Curacao,1323
24 October 2019,77,Cape Verde Islands,1319
24 October 2019,78,Guinea,1317
24 October 2019,79,Uganda,1311
24 October 2019,80,Panama,1310
24 October 2019,81,Zambia,1299
24 October 2019,82,Benin,1293
24 October 2019,83,Syria,1292
24 October 2019,84,Oman,1289
24 October 2019,85,Uzbekistan,1287
24 October 2019,86,Belarus,1286
24 October 2019,87,Gabon,1285
24 October 2019,88,Haiti,1281
24 October 2019,89,Israel,1278
24 October 2019,90,Georgia,1274
24 October 2019,91,Lebanon,1266
24 October 2019,92,Congo,1265
24 October 2019,93,Cyprus,1263
24 October 2019,94,Kyrgyz Republic,1252
24 October 2019,95,Madagascar,1249
24 October 2019,96,Luxembourg,1248
24 October 2019,97,Vietnam,1245
24 October 2019,98,Jordan,1236
24 October 2019,99,Armenia,1226
24 October 2019,99,Palestine,1226
24 October 2019,101,Bahrain,1220
24 October 2019,102,Trinidad and Tobago,1213
24 October 2019,103,Libya,1211
24 October 2019,104,Estonia,1209
24 October 2019,105,Mauritania,1205
24 October 2019,106,India,1201
24 October 2019,107,Niger,1198
24 October 2019,108,Kenya,1195
24 October 2019,109,Thailand,1193
24 October 2019,110,Faroe Islands,1192
24 October 2019,111,Azerbaijan,1189
24 October 2019,112,Central African Republic,1186
24 October 2019,112,Mozambique,1186
24 October 2019,114,Kosovo,1184
24 October 2019,115,Korea DPR,1182
24 October 2019,116,Tajikistan,1168
24 October 2019,117,Sierra Leone,1167
24 October 2019,117,Zimbabwe,1167
24 October 2019,119,Namibia,1163
24 October 2019,120,Angola,1161
24 October 2019,121,New Zealand,1157
24 October 2019,121,Kazakhstan,1157
24 October 2019,123,Guinea-Bissau,1155
24 October 2019,124,Malawi,1140
24 October 2019,124,Togo,1140
24 October 2019,126,Philippines,1134
24 October 2019,127,Antigua and Barbuda,1129
24 October 2019,128,Sudan,1111
24 October 2019,129,Rwanda,1106
24 October 2019,130,Chinese Taipei,1102
24 October 2019,131,Guatemala,1094
24 October 2019,132,Lithuania,1086
24 October 2019,133,Turkmenistan,1084
24 October 2019,133,Tanzania,1084
24 October 2019,135,Equatorial Guinea,1083
24 October 2019,136,Andorra,1080
24 October 2019,137,Nicaragua,1077
24 October 2019,138,Lesotho,1076
24 October 2019,138,St. Kitts and Nevis,1076
24 October 2019,140,Solomon Islands,1073
24 October 2019,141,Yemen,1070
24 October 2019,142,Comoros,1067
24 October 2019,143,Latvia,1063
24 October 2019,143,Burundi,1063
24 October 2019,145,Hong Kong,1061
24 October 2019,146,Botswana,1057
24 October 2019,147,Myanmar,1055
24 October 2019,147,Eswatini,1055
24 October 2019,149,Afghanistan,1054
24 October 2019,150,Suriname,1052
24 October 2019,151,Ethiopia,1049
24 October 2019,152,Liberia,1047
24 October 2019,153,Dominican Republic,1040
24 October 2019,154,Maldives,1039
24 October 2019,155,New Caledonia,1035
24 October 2019,156,Kuwait,1034
24 October 2019,157,Tahiti,1014
24 October 2019,158,Malaysia,1009
24 October 2019,159,Singapore,1008
24 October 2019,160,Barbados,1001
24 October 2019,160,Grenada,1001
24 October 2019,162,South Sudan,997
24 October 2019,163,Fiji,996
24 October 2019,163,Vanuatu,996
24 October 2019,165,Papua New Guinea,991
24 October 2019,166,Gambia,990
24 October 2019,167,Nepal,988
24 October 2019,168,Belize,986
24 October 2019,168,St. Vincent and the Grenadines,986
24 October 2019,168,Bermuda,986
24 October 2019,171,Indonesia,975
24 October 2019,172,Cambodia,974
24 October 2019,173,Mauritius,970
24 October 2019,174,Guyana,969
24 October 2019,175,Moldova,963
24 October 2019,176,Chad,955
24 October 2019,177,St. Lucia,953
24 October 2019,178,Puerto Rico,940
24 October 2019,179,Cuba,938
24 October 2019,180,Sao Tome e Principe,934
24 October 2019,181,Liechtenstein,933
24 October 2019,182,Malta,924
24 October 2019,183,Macau,922
24 October 2019,184,Bangladesh,920
24 October 2019,185,Djibouti,916
24 October 2019,186,Mongolia,915
24 October 2019,187,Dominica,913
24 October 2019,188,Laos,912
24 October 2019,189,Bhutan,911
24 October 2019,189,Montserrat,911
24 October 2019,191,Brunei Darussalam,904
24 October 2019,192,American Samoa,900
24 October 2019,193,Cayman Islands,895
24 October 2019,194,Samoa,894
24 October 2019,195,Aruba,885
24 October 2019,196,Guam,882
24 October 2019,196,Gibraltar,882
24 October 2019,198,Somalia,879
24 October 2019,198,Timor-Leste,879
24 October 2019,200,Seychelles,868
24 October 2019,201,Bahamas,867
24 October 2019,201,Pakistan,867
24 October 2019,203,Sri Lanka,864
24 October 2019,204,Tonga,862
24 October 2019,204,Turks and Caicos Islands,862
24 October 2019,206,Eritrea,856
24 October 2019,206,US Virgin Islands,856
24 October 2019,208,British Virgin Islands,854
24 October 2019,209,San Marino,831
24 October 2019,209,Anguilla,831
28 November 2019,1,Belgium,1765
28 November 2019,2,France,1733
28 November 2019,3,Brazil,1712
28 November 2019,4,England,1661
28 November 2019,5,Uruguay,1645
28 November 2019,6,Croatia,1642
28 November 2019,7,Portugal,1639
28 November 2019,8,Spain,1636
28 November 2019,9,Argentina,1623
28 November 2019,10,Colombia,1622
28 November 2019,11,Mexico,1621
28 November 2019,12,Switzerland,1608
28 November 2019,13,Italy,1607
28 November 2019,14,Netherlands,1604
28 November 2019,15,Germany,1602
28 November 2019,16,Denmark,1598
28 November 2019,17,Chile,1579
28 November 2019,17,Sweden,1579
28 November 2019,19,Poland,1559
28 November 2019,20,Senegal,1555
28 November 2019,21,Peru,1544
28 November 2019,22,USA,1540
28 November 2019,22,Wales,1540
28 November 2019,24,Ukraine,1537
28 November 2019,25,Venezuela,1517
28 November 2019,26,Austria,1507
28 November 2019,27,Tunisia,1506
28 November 2019,28,Japan,1500
28 November 2019,29,Turkey,1494
28 November 2019,29,Serbia,1494
28 November 2019,31,Nigeria,1493
28 November 2019,32,Slovakia,1490
28 November 2019,33,IR Iran,1489
28 November 2019,34,Republic of Ireland,1486
28 November 2019,35,Algeria,1482
28 November 2019,36,Northern Ireland,1476
28 November 2019,37,Romania,1475
28 November 2019,38,Russia,1470
28 November 2019,39,Iceland,1464
28 November 2019,40,Paraguay,1461
28 November 2019,41,Korea Republic,1459
28 November 2019,42,Australia,1457
28 November 2019,43,Morocco,1456
28 November 2019,44,Norway,1451
28 November 2019,45,Czech Republic,1446
28 November 2019,46,Costa Rica,1442
28 November 2019,47,Ghana,1439
28 November 2019,48,Jamaica,1437
28 November 2019,49,Bosnia and Herzegovina,1430
28 November 2019,50,Scotland,1422
28 November 2019,51,Egypt,1420
28 November 2019,52,Hungary,1416
28 November 2019,53,Cameroon,1413
28 November 2019,54,Greece,1409
28 November 2019,55,Qatar,1398
28 November 2019,56,Mali,1389
28 November 2019,56,Congo DR,1389
28 November 2019,58,Finland,1386
28 November 2019,59,Bulgaria,1381
28 November 2019,59,Burkina Faso,1381
28 November 2019,61,Côte d'Ivoire,1380
28 November 2019,62,Honduras,1377
28 November 2019,63,Ecuador,1368
28 November 2019,64,Montenegro,1365
28 November 2019,64,Slovenia,1365
28 November 2019,66,Albania,1356
28 November 2019,67,Saudi Arabia,1351
28 November 2019,68,North Macedonia,1347
28 November 2019,69,El Salvador,1346
28 November 2019,70,Iraq,1340
28 November 2019,71,United Arab Emirates,1338
28 November 2019,72,South Africa,1334
28 November 2019,73,Canada,1331
28 November 2019,74,Guinea,1328
28 November 2019,75,China PR,1325
28 November 2019,76,Bolivia,1324
28 November 2019,77,Uganda,1321
28 November 2019,78,Cabo Verde,1318
28 November 2019,79,Syria,1314
28 November 2019,80,Curaçao,1313
28 November 2019,81,Panama,1304
28 November 2019,81,Oman,1304
28 November 2019,83,Gabon,1297
28 November 2019,84,Benin,1295
28 November 2019,85,Uzbekistan,1289
28 November 2019,86,Haiti,1285
28 November 2019,87,Belarus,1280
28 November 2019,88,Zambia,1277
28 November 2019,89,Congo,1269
28 November 2019,89,Lebanon,1269
28 November 2019,91,Madagascar,1267
28 November 2019,91,Georgia,1267
28 November 2019,93,Israel,1260
28 November 2019,94,Vietnam,1258
28 November 2019,95,Cyprus,1251
28 November 2019,96,Kyrgyz Republic,1240
28 November 2019,97,Jordan,1238
28 November 2019,98,Luxembourg,1236
28 November 2019,99,Mauritania,1223
28 November 2019,100,Bahrain,1219
28 November 2019,101,Libya,1215
28 November 2019,102,Armenia,1213
28 November 2019,103,Estonia,1202
28 November 2019,104,Trinidad and Tobago,1201
28 November 2019,105,Mozambique,1200
28 November 2019,106,Palestine,1199
28 November 2019,106,Kenya,1199
28 November 2019,108,India,1187
28 November 2019,109,Central African Republic,1184
28 November 2019,110,Faroe Islands,1181
28 November 2019,111,Zimbabwe,1180
28 November 2019,112,Niger,1179
28 November 2019,113,Thailand,1178
28 November 2019,114,Azerbaijan,1177
28 November 2019,115,Kosovo,1174
28 November 2019,116,Korea DPR,1170
28 November 2019,117,Namibia,1160
28 November 2019,118,Kazakhstan,1155
28 November 2019,118,Sierra Leone,1155
28 November 2019,118,Guinea-Bissau,1155
28 November 2019,121,Tajikistan,1152
28 November 2019,122,New Zealand,1149
28 November 2019,123,Malawi,1141
28 November 2019,124,Angola,1136
28 November 2019,124,Philippines,1136
28 November 2019,126,Antigua and Barbuda,1127
28 November 2019,126,Togo,1127
28 November 2019,128,Sudan,1112
28 November 2019,129,Turkmenistan,1107
28 November 2019,130,Guatemala,1106
28 November 2019,131,Rwanda,1089
28 November 2019,131,Lithuania,1089
28 November 2019,133,Comoros,1088
28 November 2019,134,Tanzania,1086
28 November 2019,135,Andorra,1082
28 November 2019,136,Myanmar,1081
28 November 2019,137,Latvia,1079
28 November 2019,138,Chinese Taipei,1078
28 November 2019,139,Hong Kong,1075
28 November 2019,140,Lesotho,1074
28 November 2019,140,St. Kitts and Nevis,1074
28 November 2019,142,Solomon Islands,1073
28 November 2019,142,Suriname,1073
28 November 2019,144,Yemen,1072
28 November 2019,145,Equatorial Guinea,1066
28 November 2019,146,Ethiopia,1061
28 November 2019,147,Kuwait,1059
28 November 2019,148,Botswana,1055
28 November 2019,149,Afghanistan,1052
28 November 2019,150,Nicaragua,1050
28 November 2019,151,Burundi,1049
28 November 2019,152,Liberia,1047
28 November 2019,153,Eswatini,1042
28 November 2019,154,Malaysia,1040
28 November 2019,155,Maldives,1038
28 November 2019,156,New Caledonia,1035
28 November 2019,157,Singapore,1020
28 November 2019,158,Dominican Republic,1019
28 November 2019,159,Gambia,1015
28 November 2019,159,Grenada,1015
28 November 2019,161,Tahiti,1014
28 November 2019,162,Barbados,1011
28 November 2019,163,Fiji,996
28 November 2019,163,Vanuatu,996
28 November 2019,165,Papua New Guinea,991
28 November 2019,166,Guyana,988
28 November 2019,167,St. Vincent and the Grenadines,986
28 November 2019,168,Bermuda,984
28 November 2019,169,South Sudan,983
28 November 2019,170,Nepal,974
28 November 2019,170,Belize,974
28 November 2019,172,Mauritius,968
28 November 2019,173,Indonesia,964
28 November 2019,173,Cambodia,964
28 November 2019,175,Moldova,959
28 November 2019,176,St. Lucia,953
28 November 2019,177,Chad,943
28 November 2019,178,Puerto Rico,941
28 November 2019,179,Cuba,936
28 November 2019,180,Liechtenstein,926
28 November 2019,181,São Tomé and Príncipe,923
28 November 2019,182,Macau,922
28 November 2019,183,Montserrat,921
28 November 2019,184,Malta,919
28 November 2019,184,Djibouti,919
28 November 2019,184,Dominica,919
28 November 2019,187,Bangladesh,915
28 November 2019,188,Laos,912
28 November 2019,189,Bhutan,911
28 November 2019,190,Mongolia,906
28 November 2019,191,Brunei Darussalam,904
28 November 2019,192,American Samoa,900
28 November 2019,193,Cayman Islands,897
28 November 2019,194,Samoa,894
28 November 2019,195,Bahamas,880
28 November 2019,196,Somalia,879
28 November 2019,196,Gibraltar,879
28 November 2019,196,Timor-Leste,879
28 November 2019,199,Guam,873
28 November 2019,200,Seychelles,868
28 November 2019,201,Aruba,867
28 November 2019,201,Pakistan,867
28 November 2019,203,Tonga,862
28 November 2019,203,Turks and Caicos Islands,862
28 November 2019,205,Sri Lanka,856
28 November 2019,205,Eritrea,856
28 November 2019,207,US Virgin Islands,844
28 November 2019,208,British Virgin Islands,842
28 November 2019,209,San Marino,824
28 November 2019,210,Anguilla,821
19 December 2019,1,Belgium,1765
19 December 2019,2,France,1733
19 December 2019,3,Brazil,1712
19 December 2019,4,England,1661
19 December 2019,5,Uruguay,1645
19 December 2019,6,Croatia,1642
19 December 2019,7,Portugal,1639
19 December 2019,8,Spain,1636
19 December 2019,9,Argentina,1623
19 December 2019,10,Colombia,1622
19 December 2019,11,Mexico,1621
19 December 2019,12,Switzerland,1608
19 December 2019,13,Italy,1607
19 December 2019,14,Netherlands,1604
19 December 2019,15,Germany,1602
19 December 2019,16,Denmark,1598
19 December 2019,17,Sweden,1579
19 December 2019,17,Chile,1579
19 December 2019,19,Poland,1559
19 December 2019,20,Senegal,1555
19 December 2019,21,Peru,1544
19 December 2019,22,USA,1540
19 December 2019,22,Wales,1540
19 December 2019,24,Ukraine,1537
19 December 2019,25,Venezuela,1517
19 December 2019,26,Austria,1507
19 December 2019,27,Tunisia,1506
19 December 2019,28,Japan,1503
19 December 2019,29,Turkey,1494
19 December 2019,29,Serbia,1494
19 December 2019,31,Nigeria,1493
19 December 2019,32,Slovakia,1490
19 December 2019,33,IR Iran,1489
19 December 2019,34,Republic of Ireland,1486
19 December 2019,35,Algeria,1482
19 December 2019,36,Northern Ireland,1476
19 December 2019,37,Romania,1475
19 December 2019,38,Russia,1470
19 December 2019,39,Iceland,1464
19 December 2019,40,Korea Republic,1461
19 December 2019,40,Paraguay,1461
19 December 2019,42,Australia,1457
19 December 2019,43,Morocco,1456
19 December 2019,44,Norway,1451
19 December 2019,45,Czech Republic,1446
19 December 2019,46,Costa Rica,1442
19 December 2019,47,Ghana,1439
19 December 2019,48,Jamaica,1437
19 December 2019,49,Bosnia and Herzegovina,1430
19 December 2019,50,Scotland,1422
19 December 2019,51,Egypt,1420
19 December 2019,52,Hungary,1416
19 December 2019,53,Cameroon,1413
19 December 2019,54,Greece,1409
19 December 2019,55,Qatar,1396
19 December 2019,56,Mali,1389
19 December 2019,56,Congo DR,1389
19 December 2019,58,Finland,1386
19 December 2019,59,Bulgaria,1381
19 December 2019,59,Burkina Faso,1381
19 December 2019,61,Côte d'Ivoire,1380
19 December 2019,62,Honduras,1377
19 December 2019,63,Ecuador,1368
19 December 2019,64,Montenegro,1365
19 December 2019,64,Slovenia,1365
19 December 2019,66,Albania,1356
19 December 2019,67,Saudi Arabia,1351
19 December 2019,68,North Macedonia,1347
19 December 2019,69,El Salvador,1346
19 December 2019,70,Iraq,1344
19 December 2019,71,South Africa,1334
19 December 2019,71,United Arab Emirates,1334
19 December 2019,73,Canada,1331
19 December 2019,74,Guinea,1328
19 December 2019,75,Bolivia,1324
19 December 2019,76,China PR,1322
19 December 2019,77,Uganda,1321
19 December 2019,78,Cabo Verde,1318
19 December 2019,79,Syria,1314
19 December 2019,80,Curaçao,1313
19 December 2019,81,Panama,1304
19 December 2019,82,Oman,1303
19 December 2019,83,Gabon,1297
19 December 2019,84,Benin,1295
19 December 2019,85,Uzbekistan,1289
19 December 2019,86,Haiti,1285
19 December 2019,87,Belarus,1280
19 December 2019,88,Zambia,1277
19 December 2019,89,Congo,1269
19 December 2019,89,Lebanon,1269
19 December 2019,91,Madagascar,1267
19 December 2019,91,Georgia,1267
19 December 2019,93,Israel,1260
19 December 2019,94,Vietnam,1258
19 December 2019,95,Cyprus,1251
19 December 2019,96,Kyrgyz Republic,1240
19 December 2019,97,Jordan,1238
19 December 2019,98,Luxembourg,1236
19 December 2019,99,Bahrain,1225
19 December 2019,100,Mauritania,1223
19 December 2019,101,Libya,1215
19 December 2019,102,Armenia,1213
19 December 2019,103,Estonia,1202
19 December 2019,104,Trinidad and Tobago,1201
19 December 2019,105,Mozambique,1200
19 December 2019,106,Kenya,1199
19 December 2019,106,Palestine,1199
19 December 2019,108,India,1187
19 December 2019,109,Central African Republic,1184
19 December 2019,110,Faroe Islands,1181
19 December 2019,111,Zimbabwe,1180
19 December 2019,112,Niger,1179
19 December 2019,113,Thailand,1178
19 December 2019,114,Azerbaijan,1177
19 December 2019,115,Kosovo,1174
19 December 2019,116,Korea DPR,1170
19 December 2019,117,Namibia,1160
19 December 2019,118,Kazakhstan,1155
19 December 2019,118,Sierra Leone,1155
19 December 2019,118,Guinea-Bissau,1155
19 December 2019,121,Tajikistan,1152
19 December 2019,122,New Zealand,1149
19 December 2019,123,Malawi,1141
19 December 2019,124,Philippines,1136
19 December 2019,124,Angola,1136
19 December 2019,126,Antigua and Barbuda,1127
19 December 2019,126,Togo,1127
19 December 2019,128,Sudan,1112
19 December 2019,129,Turkmenistan,1107
19 December 2019,130,Guatemala,1106
19 December 2019,131,Rwanda,1089
19 December 2019,131,Lithuania,1089
19 December 2019,133,Comoros,1088
19 December 2019,134,Tanzania,1086
19 December 2019,135,Andorra,1082
19 December 2019,136,Myanmar,1081
19 December 2019,137,Latvia,1079
19 December 2019,138,Chinese Taipei,1078
19 December 2019,139,Lesotho,1074
19 December 2019,139,St. Kitts and Nevis,1074
19 December 2019,141,Hong Kong,1073
19 December 2019,141,Suriname,1073
19 December 2019,141,Solomon Islands,1073
19 December 2019,144,Yemen,1071
19 December 2019,145,Equatorial Guinea,1066
19 December 2019,146,Ethiopia,1061
19 December 2019,147,Kuwait,1060
19 December 2019,148,Botswana,1055
19 December 2019,149,Afghanistan,1052
19 December 2019,150,Nicaragua,1050
19 December 2019,151,Burundi,1049
19 December 2019,152,Liberia,1047
19 December 2019,153,Eswatini,1042
19 December 2019,154,Malaysia,1040
19 December 2019,155,Maldives,1038
19 December 2019,156,New Caledonia,1035
19 December 2019,157,Singapore,1020
19 December 2019,158,Dominican Republic,1019
19 December 2019,159,Gambia,1015
19 December 2019,159,Grenada,1015
19 December 2019,161,Tahiti,1014
19 December 2019,162,Barbados,1011
19 December 2019,163,Fiji,996
19 December 2019,163,Vanuatu,996
19 December 2019,165,Papua New Guinea,991
19 December 2019,166,Guyana,988
19 December 2019,167,St. Vincent and the Grenadines,986
19 December 2019,168,Bermuda,984
19 December 2019,169,South Sudan,983
19 December 2019,170,Nepal,974
19 December 2019,170,Belize,974
19 December 2019,172,Mauritius,968
19 December 2019,173,Indonesia,964
19 December 2019,173,Cambodia,964
19 December 2019,175,Moldova,959
19 December 2019,176,St. Lucia,953
19 December 2019,177,Chad,943
19 December 2019,178,Puerto Rico,941
19 December 2019,179,Cuba,936
19 December 2019,180,Liechtenstein,926
19 December 2019,181,São Tomé and Príncipe,923
19 December 2019,182,Macau,922
19 December 2019,183,Montserrat,921
19 December 2019,184,Malta,919
19 December 2019,184,Djibouti,919
19 December 2019,184,Dominica,919
19 December 2019,187,Bangladesh,915
19 December 2019,188,Laos,912
19 December 2019,189,Bhutan,911
19 December 2019,190,Mongolia,906
19 December 2019,191,Brunei Darussalam,904
19 December 2019,192,American Samoa,900
19 December 2019,193,Cayman Islands,897
19 December 2019,194,Samoa,894
19 December 2019,195,Bahamas,880
19 December 2019,196,Gibraltar,879
19 December 2019,196,Timor-Leste,879
19 December 2019,196,Somalia,879
19 December 2019,199,Guam,873
19 December 2019,200,Seychelles,868
19 December 2019,201,Pakistan,867
19 December 2019,201,Aruba,867
19 December 2019,203,Tonga,862
19 December 2019,203,Turks and Caicos Islands,862
19 December 2019,205,Sri Lanka,856
19 December 2019,205,Eritrea,856
19 December 2019,207,US Virgin Islands,844
19 December 2019,208,British Virgin Islands,842
19 December 2019,209,San Marino,824
19 December 2019,210,Anguilla,821
20 February 2020,1,Belgium,1765
20 February 2020,2,France,1733
20 February 2020,3,Brazil,1712
20 February 2020,4,England,1661
20 February 2020,5,Uruguay,1645
20 February 2020,6,Croatia,1642
20 February 2020,7,Portugal,1639
20 February 2020,8,Spain,1636
20 February 2020,9,Argentina,1623
20 February 2020,10,Colombia,1622
20 February 2020,11,Mexico,1621
20 February 2020,12,Switzerland,1608
20 February 2020,13,Italy,1607
20 February 2020,14,Netherlands,1604
20 February 2020,15,Germany,1602
20 February 2020,16,Denmark,1598
20 February 2020,17,Sweden,1579
20 February 2020,17,Chile,1579
20 February 2020,19,Poland,1559
20 February 2020,20,Senegal,1555
20 February 2020,21,Peru,1544
20 February 2020,22,USA,1542
20 February 2020,23,Wales,1540
20 February 2020,24,Ukraine,1537
20 February 2020,25,Venezuela,1517
20 February 2020,26,Austria,1507
20 February 2020,27,Tunisia,1506
20 February 2020,28,Japan,1500
20 February 2020,29,Turkey,1494
20 February 2020,29,Serbia,1494
20 February 2020,31,Nigeria,1493
20 February 2020,32,Slovakia,1490
20 February 2020,33,IR Iran,1489
20 February 2020,34,Republic of Ireland,1486
20 February 2020,35,Algeria,1482
20 February 2020,36,Northern Ireland,1476
20 February 2020,37,Romania,1475
20 February 2020,38,Russia,1470
20 February 2020,39,Iceland,1465
20 February 2020,40,Korea Republic,1464
20 February 2020,41,Paraguay,1461
20 February 2020,42,Australia,1457
20 February 2020,43,Morocco,1456
20 February 2020,44,Norway,1451
20 February 2020,45,Czech Republic,1446
20 February 2020,46,Costa Rica,1439
20 February 2020,46,Ghana,1439
20 February 2020,48,Jamaica,1437
20 February 2020,49,Bosnia and Herzegovina,1430
20 February 2020,50,Scotland,1422
20 February 2020,51,Egypt,1420
20 February 2020,52,Hungary,1416
20 February 2020,53,Cameroon,1413
20 February 2020,54,Greece,1409
20 February 2020,55,Qatar,1396
20 February 2020,56,Mali,1389
20 February 2020,56,Congo DR,1389
20 February 2020,58,Finland,1386
20 February 2020,59,Bulgaria,1381
20 February 2020,59,Burkina Faso,1381
20 February 2020,61,Côte d'Ivoire,1378
20 February 2020,62,Honduras,1377
20 February 2020,63,Ecuador,1368
20 February 2020,64,Montenegro,1365
20 February 2020,64,Slovenia,1365
20 February 2020,66,Albania,1356
20 February 2020,67,Saudi Arabia,1351
20 February 2020,68,North Macedonia,1347
20 February 2020,69,El Salvador,1346
20 February 2020,70,Iraq,1344
20 February 2020,71,United Arab Emirates,1334
20 February 2020,71,South Africa,1334
20 February 2020,73,Canada,1332
20 February 2020,74,Guinea,1328
20 February 2020,75,Bolivia,1324
20 February 2020,76,China PR,1323
20 February 2020,77,Uganda,1321
20 February 2020,78,Cabo Verde,1318
20 February 2020,79,Syria,1314
20 February 2020,80,Curaçao,1313
20 February 2020,81,Panama,1304
20 February 2020,82,Oman,1303
20 February 2020,83,Gabon,1297
20 February 2020,84,Benin,1295
20 February 2020,85,Uzbekistan,1289
20 February 2020,86,Haiti,1285
20 February 2020,87,Belarus,1280
20 February 2020,88,Zambia,1279
20 February 2020,89,Congo,1269
20 February 2020,89,Lebanon,1269
20 February 2020,91,Georgia,1267
20 February 2020,91,Madagascar,1267
20 February 2020,93,Israel,1260
20 February 2020,94,Vietnam,1258
20 February 2020,95,Cyprus,1251
20 February 2020,96,Kyrgyz Republic,1240
20 February 2020,97,Jordan,1238
20 February 2020,98,Luxembourg,1236
20 February 2020,99,Bahrain,1225
20 February 2020,100,Mauritania,1223
20 February 2020,101,Libya,1215
20 February 2020,102,Armenia,1213
20 February 2020,103,Palestine,1204
20 February 2020,104,Estonia,1202
20 February 2020,105,Trinidad and Tobago,1201
20 February 2020,106,Mozambique,1200
20 February 2020,107,Kenya,1199
20 February 2020,108,India,1187
20 February 2020,109,Central African Republic,1184
20 February 2020,110,Faroe Islands,1181
20 February 2020,111,Zimbabwe,1180
20 February 2020,112,Niger,1179
20 February 2020,113,Thailand,1178
20 February 2020,114,Azerbaijan,1177
20 February 2020,115,Kosovo,1174
20 February 2020,116,Korea DPR,1170
20 February 2020,117,Namibia,1160
20 February 2020,118,Kazakhstan,1155
20 February 2020,118,Sierra Leone,1155
20 February 2020,118,Guinea-Bissau,1155
20 February 2020,121,Tajikistan,1152
20 February 2020,122,New Zealand,1149
20 February 2020,123,Malawi,1141
20 February 2020,124,Angola,1136
20 February 2020,124,Philippines,1136
20 February 2020,126,Antigua and Barbuda,1127
20 February 2020,126,Togo,1127
20 February 2020,128,Sudan,1112
20 February 2020,129,Turkmenistan,1107
20 February 2020,130,Guatemala,1106
20 February 2020,131,Rwanda,1089
20 February 2020,131,Lithuania,1089
20 February 2020,133,Comoros,1088
20 February 2020,134,Tanzania,1086
20 February 2020,135,Andorra,1082
20 February 2020,136,Myanmar,1081
20 February 2020,137,Latvia,1079
20 February 2020,138,Chinese Taipei,1078
20 February 2020,139,Lesotho,1074
20 February 2020,139,St. Kitts and Nevis,1074
20 February 2020,141,Suriname,1073
20 February 2020,141,Solomon Islands,1073
20 February 2020,143,Hong Kong,1072
20 February 2020,144,Yemen,1071
20 February 2020,145,Equatorial Guinea,1066
20 February 2020,146,Ethiopia,1061
20 February 2020,147,Kuwait,1060
20 February 2020,148,Botswana,1055
20 February 2020,149,Burundi,1052
20 February 2020,149,Afghanistan,1052
20 February 2020,151,Nicaragua,1050
20 February 2020,152,Liberia,1047
20 February 2020,153,Eswatini,1042
20 February 2020,154,Malaysia,1040
20 February 2020,155,Maldives,1038
20 February 2020,156,New Caledonia,1035
20 February 2020,157,Singapore,1020
20 February 2020,158,Dominican Republic,1019
20 February 2020,159,Grenada,1015
20 February 2020,159,Gambia,1015
20 February 2020,161,Tahiti,1014
20 February 2020,162,Barbados,1009
20 February 2020,163,Vanuatu,996
20 February 2020,163,Fiji,996
20 February 2020,165,Papua New Guinea,991
20 February 2020,166,Guyana,988
20 February 2020,167,St. Vincent and the Grenadines,986
20 February 2020,168,Bermuda,984
20 February 2020,169,South Sudan,983
20 February 2020,170,Nepal,974
20 February 2020,170,Belize,974
20 February 2020,172,Mauritius,965
20 February 2020,173,Indonesia,964
20 February 2020,173,Cambodia,964
20 February 2020,175,Moldova,959
20 February 2020,176,St. Lucia,953
20 February 2020,177,Chad,943
20 February 2020,178,Puerto Rico,941
20 February 2020,179,Cuba,936
20 February 2020,180,Liechtenstein,926
20 February 2020,181,São Tomé and Príncipe,923
20 February 2020,182,Macau,922
20 February 2020,183,Montserrat,921
20 February 2020,184,Djibouti,919
20 February 2020,184,Malta,919
20 February 2020,184,Dominica,919
20 February 2020,187,Bangladesh,914
20 February 2020,188,Laos,912
20 February 2020,189,Bhutan,911
20 February 2020,190,Mongolia,906
20 February 2020,191,Brunei Darussalam,904
20 February 2020,192,American Samoa,900
20 February 2020,193,Cayman Islands,897
20 February 2020,194,Samoa,894
20 February 2020,195,Bahamas,880
20 February 2020,196,Timor-Leste,879
20 February 2020,196,Gibraltar,879
20 February 2020,196,Somalia,879
20 February 2020,199,Guam,873
20 February 2020,200,Pakistan,867
20 February 2020,200,Aruba,867
20 February 2020,202,Seychelles,866
20 February 2020,203,Tonga,862
20 February 2020,203,Turks and Caicos Islands,862
20 February 2020,205,Eritrea,856
